0.95387536e-3 SEC2 4
5.303180166431547e+00 6.953304475347513e-01 4.488580480983018e+00 6.819123583194682e-01
5.303199605736071e+00 6.953305311101490e-01 4.488555969333293e+00 6.819125791004651e-01
5.303219044604277e+00 6.953306146831185e-01 4.488531458068373e+00 6.819127998749630e-01
5.303238483036578e+00 6.953306982536622e-01 4.488506947187721e+00 6.819130206429689e-01
5.303257921032678e+00 6.953307818217787e-01 4.488482436691742e+00 6.819132414044784e-01
5.303277358592856e+00 6.953308653874699e-01 4.488457926580065e+00 6.819134621594977e-01
5.303296795716907e+00 6.953309489507320e-01 4.488433416853055e+00 6.819136829080154e-01
5.303316232404747e+00 6.953310325115675e-01 4.488408907510754e+00 6.819139036500383e-01
5.303335668656487e+00 6.953311160699756e-01 4.488384398553062e+00 6.819141243855652e-01
5.303355104472402e+00 6.953311996259577e-01 4.488359889979647e+00 6.819143451145993e-01
5.303374539852272e+00 6.953312831795121e-01 4.488335381790823e+00 6.819145658371356e-01
5.303393974796106e+00 6.953313667306386e-01 4.488310873986597e+00 6.819147865531741e-01
5.303413409303772e+00 6.953314502793377e-01 4.488286366567118e+00 6.819150072627164e-01
5.303432843375810e+00 6.953315338256113e-01 4.488261859531739e+00 6.819152279657666e-01
5.303452277011571e+00 6.953316173694555e-01 4.488237352881317e+00 6.819154486623151e-01
5.303471710211286e+00 6.953317009108718e-01 4.488212846615567e+00 6.819156693523654e-01
5.303491142975300e+00 6.953317844498629e-01 4.488188340734030e+00 6.819158900359250e-01
5.303510575303225e+00 6.953318679864247e-01 4.488163835237285e+00 6.819161107129824e-01
5.303530007195144e+00 6.953319515205585e-01 4.488139330125202e+00 6.819163313835419e-01
5.303549438651410e+00 6.953320350522660e-01 4.488114825397357e+00 6.819165520476076e-01
5.303568869671690e+00 6.953321185815451e-01 4.488090321054202e+00 6.819167727051735e-01
5.303588300255991e+00 6.953322021083971e-01 4.488065817095698e+00 6.819169933562440e-01
5.303607730404283e+00 6.953322856328198e-01 4.488041313521972e+00 6.819172140008120e-01
5.303627160116729e+00 6.953323691548151e-01 4.488016810332780e+00 6.819174346388838e-01
5.303646589393424e+00 6.953324526743822e-01 4.487992307528064e+00 6.819176552704563e-01
5.303666018234276e+00 6.953325361915224e-01 4.487967805107903e+00 6.819178758955335e-01
5.303685446639228e+00 6.953326197062336e-01 4.487943303072438e+00 6.819180965141095e-01
5.303704874608430e+00 6.953327032185164e-01 4.487918801421487e+00 6.819183171261861e-01
5.303724302141803e+00 6.953327867283714e-01 4.487894300155149e+00 6.819185377317646e-01
5.303743729239462e+00 6.953328702357994e-01 4.487869799273282e+00 6.819187583308473e-01
5.303763155901083e+00 6.953329537407976e-01 4.487845298776340e+00 6.819189789234271e-01
5.303782582127117e+00 6.953330372433685e-01 4.487820798663764e+00 6.819191995095100e-01
5.303802007917184e+00 6.953331207435094e-01 4.487796298936073e+00 6.819194200890889e-01
5.303821433271671e+00 6.953332042412232e-01 4.487771799592754e+00 6.819196406621723e-01
5.303840858190460e+00 6.953332877365085e-01 4.487747300634010e+00 6.819198612287549e-01
5.303860282673632e+00 6.953333712293660e-01 4.487722802059729e+00 6.819200817888400e-01
5.303879706720618e+00 6.953334547197926e-01 4.487698303870671e+00 6.819203023424184e-01
5.303899130332269e+00 6.953335382077922e-01 4.487673806065762e+00 6.819205228895012e-01
5.303918553508103e+00 6.953336216933625e-01 4.487649308645636e+00 6.819207434300820e-01
5.303937976248179e+00 6.953337051765035e-01 4.487624811610238e+00 6.819209639641607e-01
5.303957398552622e+00 6.953337886572162e-01 4.487600314959419e+00 6.819211844917394e-01
5.303976820421495e+00 6.953338721355005e-01 4.487575818693112e+00 6.819214050128191e-01
5.303996241854747e+00 6.953339556113559e-01 4.487551322811414e+00 6.819216255273974e-01
5.304015662852326e+00 6.953340390847822e-01 4.487526827314398e+00 6.819218460354743e-01
5.304035083414107e+00 6.953341225557786e-01 4.487502332202245e+00 6.819220665370476e-01
5.304054503540425e+00 6.953342060243471e-01 4.487477837474536e+00 6.819222870321223e-01
5.304073923231134e+00 6.953342894904865e-01 4.487453343131487e+00 6.819225075206951e-01
5.304093342486233e+00 6.953343729541956e-01 4.487428849173137e+00 6.819227280027632e-01
5.304112761305791e+00 6.953344564154764e-01 4.487404355599376e+00 6.819229484783316e-01
5.304132179689812e+00 6.953345398743277e-01 4.487379862410238e+00 6.819231689473976e-01
5.304151597638168e+00 6.953346233307500e-01 4.487355369605877e+00 6.819233894099621e-01
5.304171015150993e+00 6.953347067847420e-01 4.487330877186196e+00 6.819236098660211e-01
5.304171015151041e+00 6.953347067847425e-01 4.487330877186121e+00 6.819236098660230e-01
5.304192812472476e+00 6.953348004707471e-01 4.487303382642117e+00 6.819238573531007e-01
5.304214609266071e+00 6.953348941539074e-01 4.487275888552498e+00 6.819241048326063e-01
5.304236405531766e+00 6.953349878342237e-01 4.487248394917346e+00 6.819243523045407e-01
5.304258201269758e+00 6.953350815116978e-01 4.487220901736399e+00 6.819245997689095e-01
5.304279996479516e+00 6.953351751863243e-01 4.487193409010439e+00 6.819248472256971e-01
5.304301791161748e+00 6.953352688581084e-01 4.487165916738529e+00 6.819250946749181e-01
5.304323585316147e+00 6.953353625270484e-01 4.487138424921091e+00 6.819253421165679e-01
5.304345378942624e+00 6.953354561931431e-01 4.487110933558271e+00 6.819255895506431e-01
5.304367172041465e+00 6.953355498563938e-01 4.487083442649745e+00 6.819258369771466e-01
5.304388964612631e+00 6.953356435168011e-01 4.487055952195536e+00 6.819260843960814e-01
5.304410756655922e+00 6.953357371743624e-01 4.487028462195988e+00 6.819263318074388e-01
5.304432548171430e+00 6.953358308290792e-01 4.487000972650956e+00 6.819265792112242e-01
5.304454339159234e+00 6.953359244809515e-01 4.486973483560377e+00 6.819268266074373e-01
5.304476129619490e+00 6.953360181299788e-01 4.486945994924112e+00 6.819270739960758e-01
5.304497919552009e+00 6.953361117761611e-01 4.486918506742389e+00 6.819273213771407e-01
5.304519708956777e+00 6.953362054194980e-01 4.486891019015255e+00 6.819275687506308e-01
5.304541497834078e+00 6.953362990599902e-01 4.486863531742396e+00 6.819278161165468e-01
5.304563286183563e+00 6.953363926976373e-01 4.486836044924230e+00 6.819280634748894e-01
5.304585074005528e+00 6.953364863324387e-01 4.486808558560459e+00 6.819283108256560e-01
5.304606861299788e+00 6.953365799643946e-01 4.486781072651306e+00 6.819285581688475e-01
5.304628648066505e+00 6.953366735935048e-01 4.486753587196625e+00 6.819288055044623e-01
5.304650434305492e+00 6.953367672197694e-01 4.486726102196627e+00 6.819290528325023e-01
5.304672220017309e+00 6.953368608431895e-01 4.486698617650674e+00 6.819293001529689e-01
5.304694005201307e+00 6.953369544637631e-01 4.486671133559586e+00 6.819295474658574e-01
5.304715789857736e+00 6.953370480814907e-01 4.486643649923072e+00 6.819297947711694e-01
5.304737573986826e+00 6.953371416963730e-01 4.486616166740873e+00 6.819300420689066e-01
5.304759357588239e+00 6.953372353084089e-01 4.486588684013429e+00 6.819302893590660e-01
5.304781140662270e+00 6.953373289175984e-01 4.486561201740426e+00 6.819305366416468e-01
5.304802923209023e+00 6.953374225239428e-01 4.486533719921721e+00 6.819307839166536e-01
5.304824705228034e+00 6.953375161274401e-01 4.486506238557924e+00 6.819310311840806e-01
5.304846486719600e+00 6.953376097280909e-01 4.486478757648699e+00 6.819312784439293e-01
5.304868267683959e+00 6.953377033258960e-01 4.486451277193773e+00 6.819315256962015e-01
5.304890048120751e+00 6.953377969208540e-01 4.486423797193615e+00 6.819317729408940e-01
5.304911828030169e+00 6.953378905129659e-01 4.486396317647994e+00 6.819320201780095e-01
5.304933607412295e+00 6.953379841022311e-01 4.486368838556846e+00 6.819322674075465e-01
5.304955386266955e+00 6.953380776886484e-01 4.486341359920441e+00 6.819325146295008e-01
5.304977164594347e+00 6.953381712722213e-01 4.486313881738463e+00 6.819327618438827e-01
5.304998942394292e+00 6.953382648529451e-01 4.486286404011273e+00 6.819330090506790e-01
5.305020719667062e+00 6.953383584308228e-01 4.486258926738493e+00 6.819332562498980e-01
5.305042496412421e+00 6.953384520058533e-01 4.486231449920446e+00 6.819335034415366e-01
5.305064272630712e+00 6.953385455780382e-01 4.486203973556706e+00 6.819337506255998e-01
5.305086048321513e+00 6.953386391473730e-01 4.486176497647913e+00 6.819339978020743e-01
5.305107823485007e+00 6.953387327138618e-01 4.486149022193758e+00 6.819342449709719e-01
5.305129598121376e+00 6.953388262775034e-01 4.486121547194087e+00 6.819344921322891e-01
5.305151372230624e+00 6.953389198382970e-01 4.486094072648938e+00 6.819347392860236e-01
5.305173145812642e+00 6.953390133962438e-01 4.486066598558420e+00 6.819349864321790e-01
5.305194918867405e+00 6.953391069513429e-01 4.486039124922603e+00 6.819352335707529e-01
5.305216691395046e+00 6.953392005035943e-01 4.486011651741370e+00 6.819354807017444e-01
5.305238463395514e+00 6.953392940529984e-01 4.485984179014772e+00 6.819357278251557e-01
5.305260234868569e+00 6.953393875995524e-01 4.485956706743185e+00 6.819359749409787e-01
5.305282005814732e+00 6.953394811432595e-01 4.485929234925949e+00 6.819362220492218e-01
5.305303776233686e+00 6.953395746841187e-01 4.485901763563475e+00 6.819364691498823e-01
5.305325546125705e+00 6.953396682221313e-01 4.485874292655422e+00 6.819367162429647e-01
5.305347315490598e+00 6.953397617572932e-01 4.485846822202155e+00 6.819369633284563e-01
5.305369084328197e+00 6.953398552896076e-01 4.485819352203788e+00 6.819372104063673e-01
5.305390852638754e+00 6.953399488190730e-01 4.485791882660097e+00 6.819374574766928e-01
5.305412620422488e+00 6.953400423456914e-01 4.485764413570806e+00 6.819377045394377e-01
5.305434387679158e+00 6.953401358694606e-01 4.485736944936253e+00 6.819379515945974e-01
5.305456154408819e+00 6.953402293903806e-01 4.485709476756416e+00 6.819381986421701e-01
5.305477920611273e+00 6.953403229084520e-01 4.485682009031507e+00 6.819384456821591e-01
5.305499686287185e+00 6.953404164236764e-01 4.485654541760749e+00 6.819386927145678e-01
5.305521451435789e+00 6.953405099360499e-01 4.485627074945147e+00 6.819389397393857e-01
5.305543216057321e+00 6.953406034455738e-01 4.485599608584411e+00 6.819391867566165e-01
5.305564980152270e+00 6.953406969522511e-01 4.485572142677912e+00 6.819394337662690e-01
5.305586743720086e+00 6.953407904560774e-01 4.485544677226443e+00 6.819396807683294e-01
5.305608506760949e+00 6.953408839570544e-01 4.485517212229748e+00 6.819399277628040e-01
5.305630269275167e+00 6.953409774551834e-01 4.485489747687472e+00 6.819401747496955e-01
5.305652031262505e+00 6.953410709504625e-01 4.485462283599951e+00 6.819404217289989e-01
5.305673792722872e+00 6.953411644428925e-01 4.485434819967281e+00 6.819406687007170e-01
5.305695553656234e+00 6.953412579324714e-01 4.485407356789588e+00 6.819409156648434e-01
5.305717314062817e+00 6.953413514192015e-01 4.485379894066568e+00 6.819411626213845e-01
5.305739073942668e+00 6.953414449030814e-01 4.485352431798219e+00 6.819414095703368e-01
5.305760833295786e+00 6.953415383841131e-01 4.485324969984509e+00 6.819416565117057e-01
5.305782592122032e+00 6.953416318622933e-01 4.485297508625707e+00 6.819419034454822e-01
5.305804350421604e+00 6.953417253376237e-01 4.485270047721568e+00 6.819421503716704e-01
5.305826108194388e+00 6.953418188101045e-01 4.485242587272229e+00 6.819423972902713e-01
5.305847865440565e+00 6.953419122797361e-01 4.485215127277489e+00 6.819426442012864e-01
5.305869622159753e+00 6.953420057465157e-01 4.485187667737888e+00 6.819428911047074e-01
5.305891378352418e+00 6.953420992104469e-01 4.485160208652811e+00 6.819431380005442e-01
5.305913134018165e+00 6.953421926715254e-01 4.485132750022849e+00 6.819433848887853e-01
5.305934889157439e+00 6.953422861297549e-01 4.485105291847414e+00 6.819436317694403e-01
5.305956643770128e+00 6.953423795851340e-01 4.485077834126685e+00 6.819438786425059e-01
5.305978397856284e+00 6.953424730376635e-01 4.485050376860609e+00 6.819441255079840e-01
5.306000151415285e+00 6.953425664873393e-01 4.485022920050031e+00 6.819443723658631e-01
5.306021904448085e+00 6.953426599341663e-01 4.484995463693730e+00 6.819446192161576e-01
5.306043656954168e+00 6.953427533781418e-01 4.484968007792403e+00 6.819448660588590e-01
5.306065408933549e+00 6.953428468192658e-01 4.484940552346055e+00 6.819451128939676e-01
5.306087160386435e+00 6.953429402575387e-01 4.484913097354444e+00 6.819453597214851e-01
5.306108911312895e+00 6.953430336929618e-01 4.484885642817495e+00 6.819456065414139e-01
5.306130661712810e+00 6.953431271255335e-01 4.484858188735391e+00 6.819458533537506e-01
5.306152411586178e+00 6.953432205552533e-01 4.484830735108171e+00 6.819461001584937e-01
5.306174160932830e+00 6.953433139821212e-01 4.484803281936060e+00 6.819463469556425e-01
5.306195909753173e+00 6.953434074061391e-01 4.484775829218551e+00 6.819465937452025e-01
5.306217658047036e+00 6.953435008273049e-01 4.484748376955913e+00 6.819468405271685e-01
5.306239405814360e+00 6.953435942456183e-01 4.484720925148248e+00 6.819470873015391e-01
5.306261153055328e+00 6.953436876610807e-01 4.484693473795327e+00 6.819473340683182e-01
5.306282899769891e+00 6.953437810736914e-01 4.484666022897245e+00 6.819475808275038e-01
5.306304645957963e+00 6.953438744834506e-01 4.484638572454112e+00 6.819478275790968e-01
5.306326391619588e+00 6.953439678903562e-01 4.484611122465958e+00 6.819480743230912e-01
5.306326391619647e+00 6.953439678903571e-01 4.484611122465862e+00 6.819480743230940e-01
5.306350802534008e+00 6.953440727490272e-01 4.484580307701302e+00 6.819483513195931e-01
5.306375212812800e+00 6.953441776043358e-01 4.484549493471475e+00 6.819486283071801e-01
5.306399622455956e+00 6.953442824562825e-01 4.484518679776497e+00 6.819489052858539e-01
5.306424031463822e+00 6.953443873048699e-01 4.484487866615930e+00 6.819491822556214e-01
5.306448439835607e+00 6.953444921500923e-01 4.484457053990869e+00 6.819494592164667e-01
5.306472847572236e+00 6.953445969919545e-01 4.484426241900141e+00 6.819497361684034e-01
5.306497254673319e+00 6.953447018304554e-01 4.484395430344254e+00 6.819500131114280e-01
5.306521661138805e+00 6.953448066655930e-01 4.484364619323346e+00 6.819502900455355e-01
5.306546066968922e+00 6.953449114973690e-01 4.484333808837138e+00 6.819505669707304e-01
5.306570472163752e+00 6.953450163257840e-01 4.484302998885545e+00 6.819508438870142e-01
5.306594876723007e+00 6.953451211508348e-01 4.484272189469014e+00 6.819511207943784e-01
5.306619280646817e+00 6.953452259725235e-01 4.484241380587368e+00 6.819513976928279e-01
5.306643683935229e+00 6.953453307908500e-01 4.484210572240574e+00 6.819516745823638e-01
5.306668086588458e+00 6.953454356058136e-01 4.484179764428446e+00 6.819519514629826e-01
5.306692488606271e+00 6.953455404174143e-01 4.484148957151266e+00 6.819522283346854e-01
5.306716889988688e+00 6.953456452256512e-01 4.484118150409067e+00 6.819525051974694e-01
5.306741290735976e+00 6.953457500305253e-01 4.484087344201543e+00 6.819527820513372e-01
5.306765690847815e+00 6.953458548320368e-01 4.484056538529083e+00 6.819530588962895e-01
5.306790090324509e+00 6.953459596301842e-01 4.484025733391408e+00 6.819533357323219e-01
5.306814489165824e+00 6.953460644249682e-01 4.483994928788796e+00 6.819536125594363e-01
5.306838887371931e+00 6.953461692163878e-01 4.483964124721095e+00 6.819538893776305e-01
5.306863284942757e+00 6.953462740044436e-01 4.483933321188403e+00 6.819541661869061e-01
5.306887681878785e+00 6.953463787891367e-01 4.483902518190174e+00 6.819544429872652e-01
5.306912078179338e+00 6.953464835704651e-01 4.483871715727259e+00 6.819547197787027e-01
5.306936473844656e+00 6.953465883484289e-01 4.483840913799405e+00 6.819549965612194e-01
5.306960868875121e+00 6.953466931230293e-01 4.483810112406164e+00 6.819552733348184e-01
5.306985263270263e+00 6.953467978942646e-01 4.483779311548163e+00 6.819555500994944e-01
5.307009657030400e+00 6.953469026621345e-01 4.483748511225060e+00 6.819558268552472e-01
5.307034050155677e+00 6.953470074266416e-01 4.483717711436653e+00 6.819561036020834e-01
5.307058442645636e+00 6.953471121877823e-01 4.483686912183578e+00 6.819563803399942e-01
5.307082834500496e+00 6.953472169455583e-01 4.483656113465588e+00 6.819566570689827e-01
5.307107225720659e+00 6.953473216999697e-01 4.483625315282229e+00 6.819569337890499e-01
5.307131616305623e+00 6.953474264510150e-01 4.483594517634153e+00 6.819572105001918e-01
5.307156006255642e+00 6.953475311986957e-01 4.483563720521045e+00 6.819574872024126e-01
5.307180395570787e+00 6.953476359430111e-01 4.483532923942881e+00 6.819577638957097e-01
5.307204784250855e+00 6.953477406839594e-01 4.483502127899966e+00 6.819580405800788e-01
5.307229172296186e+00 6.953478454215447e-01 4.483471332391823e+00 6.819583172555310e-01
5.307253559706449e+00 6.953479501557613e-01 4.483440537419016e+00 6.819585939220505e-01
5.307277946482001e+00 6.953480548866132e-01 4.483409742981054e+00 6.819588705796481e-01
5.307302332622561e+00 6.953481596140986e-01 4.483378949078336e+00 6.819591472283193e-01
5.307326718128555e+00 6.953482643382199e-01 4.483348155710329e+00 6.819594238680705e-01
5.307351102999455e+00 6.953483690589713e-01 4.483317362877838e+00 6.819597004988853e-01
5.307375487235534e+00 6.953484737763579e-01 4.483286570580423e+00 6.819599771207784e-01
5.307399870836994e+00 6.953485784903782e-01 4.483255778817930e+00 6.819602537337451e-01
5.307424253803754e+00 6.953486832010309e-01 4.483224987590511e+00 6.819605303377821e-01
5.307448636135793e+00 6.953487879083177e-01 4.483194196898167e+00 6.819608069328941e-01
5.307473017833041e+00 6.953488926122373e-01 4.483163406741047e+00 6.819610835190775e-01
5.307497398895687e+00 6.953489973127897e-01 4.483132617118956e+00 6.819613600963320e-01
5.307521779323619e+00 6.953491020099755e-01 4.483101828032039e+00 6.819616366646595e-01
5.307546159116583e+00 6.953492067037913e-01 4.483071039480706e+00 6.819619132240505e-01
5.307570538275136e+00 6.953493113942414e-01 4.483040251464224e+00 6.819621897745171e-01
5.307594916799045e+00 6.953494160813234e-01 4.483009463982953e+00 6.819624663160525e-01
5.307619294688575e+00 6.953495207650395e-01 4.482978677036559e+00 6.819627428486627e-01
5.307643671943383e+00 6.953496254453851e-01 4.482947890625590e+00 6.819630193723346e-01
5.307668048563420e+00 6.953497301223638e-01 4.482917104750024e+00 6.819632958870790e-01
5.307692424548931e+00 6.953498347959733e-01 4.482886319409674e+00 6.819635723928892e-01
5.307716799900211e+00 6.953499394662158e-01 4.482855534604176e+00 6.819638488897705e-01
5.307741174616927e+00 6.953500441330902e-01 4.482824750333956e+00 6.819641253777209e-01
5.307765548699113e+00 6.953501487965947e-01 4.482793966599062e+00 6.819644018567347e-01
5.307789922146667e+00 6.953502534567308e-01 4.482763183399590e+00 6.819646783268165e-01
5.307814294960250e+00 6.953503581135001e-01 4.482732400734766e+00 6.819649547879705e-01
5.307838667139023e+00 6.953504627668983e-01 4.482701618605701e+00 6.819652312401846e-01
5.307863038683254e+00 6.953505674169269e-01 4.482670837012068e+00 6.819655076834636e-01
5.307887409593510e+00 6.953506720635890e-01 4.482640055953162e+00 6.819657841178155e-01
5.307911779869119e+00 6.953507767068798e-01 4.482609275429915e+00 6.819660605432271e-01
5.307936149510375e+00 6.953508813468011e-01 4.482578495441969e+00 6.819663369597030e-01
5.307960518517571e+00 6.953509859833542e-01 4.482547715988972e+00 6.819666133672473e-01
5.307984886890402e+00 6.953510906165370e-01 4.482516937071360e+00 6.819668897658542e-01
5.308009254628912e+00 6.953511952463507e-01 4.482486158689077e+00 6.819671661555270e-01
5.308033621732899e+00 6.953512998727925e-01 4.482455380842466e+00 6.819674425362575e-01
5.308057988202742e+00 6.953514044958653e-01 4.482424603531030e+00 6.819677189080543e-01
5.308082354038435e+00 6.953515091155675e-01 4.482393826754854e+00 6.819679952709122e-01
5.308106719240005e+00 6.953516137319011e-01 4.482363050513868e+00 6.819682716248379e-01
5.308131083807255e+00 6.953517183448623e-01 4.482332274808445e+00 6.819685479698195e-01
5.308155447740460e+00 6.953518229544535e-01 4.482301499638224e+00 6.819688243058643e-01
5.308179811039451e+00 6.953519275606742e-01 4.482270725003432e+00 6.819691006329713e-01
5.308204173704484e+00 6.953520321635251e-01 4.482239950903791e+00 6.819693769511419e-01
5.308228535735107e+00 6.953521367630034e-01 4.482209177339928e+00 6.819696532603682e-01
5.308252897131844e+00 6.953522413591126e-01 4.482178404311163e+00 6.819699295606602e-01
5.308277257894286e+00 6.953523459518480e-01 4.482147631818125e+00 6.819702058520050e-01
5.308301618022828e+00 6.953524505412136e-01 4.482116859860276e+00 6.819704821344135e-01
5.308325977517435e+00 6.953525551272082e-01 4.482086088437724e+00 6.819707584078819e-01
5.308350336378259e+00 6.953526597098322e-01 4.482055317550302e+00 6.819710346724119e-01
5.308374694604387e+00 6.953527642890810e-01 4.482024547199211e+00 6.819713109279910e-01
5.308399052197056e+00 6.953528688649607e-01 4.481993777382907e+00 6.819715871746347e-01
5.308423409155636e+00 6.953529734374676e-01 4.481963008102220e+00 6.819718634123342e-01
5.308447765480129e+00 6.953530780066017e-01 4.481932239357183e+00 6.819721396410892e-01
5.308472121170789e+00 6.953531825723639e-01 4.481901471147512e+00 6.819724158609015e-01
5.308496476227733e+00 6.953532871347546e-01 4.481870703473080e+00 6.819726920717730e-01
5.308520830650752e+00 6.953533916937727e-01 4.481839936334184e+00 6.819729682737004e-01
5.308545184439909e+00 6.953534962494186e-01 4.481809169730785e+00 6.819732444666838e-01
5.308569537594999e+00 6.953536008016902e-01 4.481778403663180e+00 6.819735206507191e-01
5.308593890116535e+00 6.953537053505903e-01 4.481747638130743e+00 6.819737968258129e-01
5.308618242004181e+00 6.953538098961177e-01 4.481716873133915e+00 6.819740729919626e-01
5.308642593257991e+00 6.953539144382707e-01 4.481686108672716e+00 6.819743491491623e-01
5.308666943878116e+00 6.953540189770515e-01 4.481655344746928e+00 6.819746252974194e-01
5.308691293864552e+00 6.953541235124592e-01 4.481624581356619e+00 6.819749014367301e-01
5.308715643217229e+00 6.953542280444933e-01 4.481593818501897e+00 6.819751775670944e-01
5.308739991936112e+00 6.953543325731525e-01 4.481563056182875e+00 6.819754536885075e-01
5.308739991936180e+00 6.953543325731537e-01 4.481563056182763e+00 6.819754536885109e-01
5.308767325034068e+00 6.953544499165546e-01 4.481528522954555e+00 6.819757636625110e-01
5.308794657368242e+00 6.953545672559545e-01 4.481493990354178e+00 6.819760736259358e-01
5.308821988938728e+00 6.953546845913533e-01 4.481459458381631e+00 6.819763835787859e-01
5.308849319745917e+00 6.953548019227535e-01 4.481424927036445e+00 6.819766935210672e-01
5.308876649788785e+00 6.953549192501485e-01 4.481390396320000e+00 6.819770034527626e-01
5.308903979068524e+00 6.953550365735441e-01 4.481355866230810e+00 6.819773133738876e-01
5.308931307584689e+00 6.953551538929389e-01 4.481321336769475e+00 6.819776232844373e-01
5.308958635337104e+00 6.953552712083306e-01 4.481286807936278e+00 6.819779331844069e-01
5.308985962326126e+00 6.953553885197212e-01 4.481252279730795e+00 6.819782430738013e-01
5.309013288551895e+00 6.953555058271105e-01 4.481217752152918e+00 6.819785529526194e-01
5.309040614013975e+00 6.953556231304961e-01 4.481183225203240e+00 6.819788628208553e-01
5.309067938712594e+00 6.953557404298795e-01 4.481148698881499e+00 6.819791726785127e-01
5.309095262647802e+00 6.953558577252604e-01 4.481114173187681e+00 6.819794825255912e-01
5.309122585819807e+00 6.953559750166387e-01 4.481079648121594e+00 6.819797923620895e-01
5.309149908228344e+00 6.953560923040139e-01 4.481045123683578e+00 6.819801021880075e-01
5.309177229873486e+00 6.953562095873848e-01 4.481010599873628e+00 6.819804120033414e-01
5.309204550755486e+00 6.953563268667532e-01 4.480976076691447e+00 6.819807218080953e-01
5.309231870874047e+00 6.953564441421178e-01 4.480941554137432e+00 6.819810316022673e-01
5.309259190229435e+00 6.953565614134788e-01 4.480907032211324e+00 6.819813413858563e-01
5.309286508821495e+00 6.953566786808351e-01 4.480872510913369e+00 6.819816511588596e-01
5.309313826650304e+00 6.953567959441865e-01 4.480837990243504e+00 6.819819609212777e-01
5.309341143715876e+00 6.953569132035341e-01 4.480803470201733e+00 6.819822706731126e-01
5.309368460018680e+00 6.953570304588781e-01 4.480768950787553e+00 6.819825804143644e-01
5.309395775558067e+00 6.953571477102165e-01 4.480734432001787e+00 6.819828901450289e-01
5.309423090334239e+00 6.953572649575493e-01 4.480699913844247e+00 6.819831998651055e-01
5.309450404347579e+00 6.953573822008787e-01 4.480665396314468e+00 6.819835095746000e-01
5.309477717597643e+00 6.953574994402013e-01 4.480630879413094e+00 6.819838192735032e-01
5.309505030084743e+00 6.953576166755181e-01 4.480596363139778e+00 6.819841289618171e-01
5.309532341809110e+00 6.953577339068306e-01 4.480561847494238e+00 6.819844386395474e-01
5.309559652770152e+00 6.953578511341360e-01 4.480527332477275e+00 6.819847483066853e-01
5.309586962968180e+00 6.953579683574349e-01 4.480492818088553e+00 6.819850579632328e-01
5.309614272403554e+00 6.953580855767283e-01 4.480458304327671e+00 6.819853676091919e-01
5.309641581075846e+00 6.953582027920143e-01 4.480423791195207e+00 6.819856772445582e-01
5.309668888985252e+00 6.953583200032945e-01 4.480389278690924e+00 6.819859868693356e-01
5.309696196131922e+00 6.953584372105680e-01 4.480354766814713e+00 6.819862964835223e-01
5.309723502515540e+00 6.953585544138325e-01 4.480320255567039e+00 6.819866060871111e-01
5.309750808136608e+00 6.953586716130926e-01 4.480285744947238e+00 6.819869156801150e-01
5.309778112994669e+00 6.953587888083422e-01 4.480251234956034e+00 6.819872252625173e-01
5.309805417090100e+00 6.953589059995856e-01 4.480216725592920e+00 6.819875348343294e-01
5.309832720422653e+00 6.953590231868211e-01 4.480182216858258e+00 6.819878443955469e-01
5.309860022992845e+00 6.953591403700505e-01 4.480147708751434e+00 6.819881539461754e-01
5.309887324799984e+00 6.953592575492679e-01 4.480113201273464e+00 6.819884634861970e-01
5.309914625844456e+00 6.953593747244788e-01 4.480078694423768e+00 6.819887730156287e-01
5.309941926126452e+00 6.953594918956810e-01 4.480044188202235e+00 6.819890825344630e-01
5.309969225645933e+00 6.953596090628741e-01 4.480009682608962e+00 6.819893920426988e-01
5.309996524402801e+00 6.953597262260587e-01 4.479975177644067e+00 6.819897015403389e-01
5.310023822397060e+00 6.953598433852344e-01 4.479940673307603e+00 6.819900110273814e-01
5.310051119628827e+00 6.953599605404002e-01 4.479906169599499e+00 6.819903205038236e-01
5.310078416098143e+00 6.953600776915573e-01 4.479871666519710e+00 6.819906299696689e-01
5.310105711804541e+00 6.953601948387017e-01 4.479837164068925e+00 6.819909394249059e-01
5.310133006748766e+00 6.953603119818379e-01 4.479802662246189e+00 6.819912488695475e-01
5.310160300930507e+00 6.953604291209643e-01 4.479768161051952e+00 6.819915583035889e-01
5.310187594350106e+00 6.953605462560819e-01 4.479733660485821e+00 6.819918677270332e-01
5.310214887007073e+00 6.953606633871859e-01 4.479699160548535e+00 6.819921771398667e-01
5.310242178901601e+00 6.953607805142806e-01 4.479664661239793e+00 6.819924865421012e-01
5.310269470033689e+00 6.953608976373632e-01 4.479630162559697e+00 6.819927959337296e-01
5.310296760403801e+00 6.953610147564362e-01 4.479595664507694e+00 6.819931053147582e-01
5.310324050011610e+00 6.953611318714984e-01 4.479561167084228e+00 6.819934146851836e-01
5.310351338857012e+00 6.953612489825473e-01 4.479526670289516e+00 6.819937240449994e-01
5.310378626940055e+00 6.953613660895849e-01 4.479492174123489e+00 6.819940333942111e-01
5.310405914261420e+00 6.953614831926129e-01 4.479457678585360e+00 6.819943427328226e-01
5.310433200820120e+00 6.953616002916264e-01 4.479423183676421e+00 6.819946520608215e-01
5.310460486616520e+00 6.953617173866271e-01 4.479388689396261e+00 6.819949613782113e-01
5.310487771651288e+00 6.953618344776182e-01 4.479354195744047e+00 6.819952706850017e-01
